accession_no,author,cdli_id,collection,credits,date_of_origin,dates_referenced,designation,display_name,dynastic_seat,excavation_no,exemplars,findspot_square,genre,id_composite,language,material,museum_no,object_type,period,pleiades_id,popular_name,primary_publication,provenience,publication_date,publication_history,ruler,script,script_remarks,script_type,seal_id,subgenre,subgenre_remarks,text_remarks,year_name_eponym
"","","P463274","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005690/.","late 16th or early 15th century","","Aššur-narari I 05","RIAo Aššur-narari I 05","Assyria","","Ist A 03477 (Ass 10035)","","Royal Inscription","Q005690","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.60.5","Aššur-narari I 05","Ashur","","","Aššur-narari I ","Old Assyrian","inscribed","Cuneiform","","Ashur-narari I","","",""
"","","P463275","Brotherton Library, University of Leeds, Leeds, UK","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005691/.","late 16th or early 15th century","","Aššur-narari I 06","RIAo Aššur-narari I 06","Assyria","","S 13756 (ULCI.29; Ogden 28/3)","","Royal Inscription","Q005691","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.60.6","Aššur-narari I 06","Ashur","","","Aššur-narari I ","Old Assyrian","inscribed","Cuneiform","","Ashur-narari I","","",""
"","","P463276","","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005692/.","late 16th or early 15th century","","Aššur-narari I 07","RIAo Aššur-narari I 07","Assyria","","Ass 13297","","Royal Inscription","Q005692","Akkadian","stone","","uncertain","Old Assyrian","893945","RIMA 1 A.0.60.7","Aššur-narari I 07","Ashur","","","Aššur-narari I ","Old Assyrian","inscribed","Cuneiform","","Ashur-narari I","","",""
"","","P463277","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005693/.","late 16th or early 15th century","","Aššur-narari I 08","RIAo Aššur-narari I 08","Assyria","","Ist A 03559 (Ass 13106)","","Royal Inscription","Q005693","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.60.8","Aššur-narari I 08","Ashur","","","Aššur-narari I ","Old Assyrian","inscribed","Cuneiform","","Ashur-narari I","","",""
"","","P463278","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005694/.","late 16th or early 15th century","","Aššur-narari I 09","RIAo Aššur-narari I 09","Assyria","","VA Ass 02079 (Ass 22639)","","Royal Inscription","Q005694","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.60.9","Aššur-narari I 09","Ashur","","","Aššur-narari I ","Old Assyrian","inscribed","Cuneiform","","Ashur-narari I","","",""
"","","P463279","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005695/.","late 16th or early 15th century","","Aššur-narari I 10","RIAo Aššur-narari I 10","Assyria","","Ist A 03601 (Ass 17421)","","Royal Inscription","Q005695","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.60.10","Aššur-narari I 10","Ashur","","","Aššur-narari I ","Old Assyrian","inscribed","Cuneiform","","Ashur-narari I","","",""
"","","P463280","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005696/.","15th century","","Puzur-Aššur III 1","RIAo Puzur-Aššur III 1","Assyria","","VA 08251 (Ass 16645)","","Royal Inscription","Q005696","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.61.1","Puzur-Aššur III 1","Ashur","","","Puzur-Aššur III ","Old Assyrian","inscribed","Cuneiform","","Puzur-Ashur III","","",""
"","","P463281","","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005697/.","15th century","","Puzur-Aššur III 2","RIAo Puzur-Aššur III 2","Assyria","","Ass 13742S; Ass 13741","","Royal Inscription","Q005697","Akkadian","stone","","slab","Old Assyrian","893945","RIMA 1 A.0.61.2","Puzur-Aššur III 2","Ashur","","","Puzur-Aššur III ","Old Assyrian","inscribed","Cuneiform","","Puzur-Ashur III","","",""
"","","P463282","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005698/.","15th century","","Puzur-Aššur III 3","RIAo Puzur-Aššur III 3","Assyria","","Ist A 03467 (Ass 07700)","","Royal Inscription","Q005698","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.61.3","Puzur-Aššur III 3","Ashur","","","Puzur-Aššur III ","Old Assyrian","inscribed","Cuneiform","","Puzur-Ashur III","","",""
"","","P463283","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005699/.","15th century","","Puzur-Aššur III 4","RIAo Puzur-Aššur III 4","Assyria","","Ist A 03454 (Ass 06968)","","Royal Inscription","Q005699","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.61.4","Puzur-Aššur III 4","Ashur","","","Puzur-Aššur III ","Old Assyrian","inscribed","Cuneiform","","Puzur-Ashur III","","",""
"","","P463284","","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005700/.","15th century","","Puzur-Aššur III 5","RIAo Puzur-Aššur III 5","Assyria","","Ass 18742","","Royal Inscription","Q005700","Akkadian","clay","","vessel","Old Assyrian","893945","RIMA 1 A.0.61.5","Puzur-Aššur III 5","Ashur","","","Puzur-Aššur III ","Old Assyrian","inscribed","Cuneiform","","Puzur-Ashur III","","",""
"","","P463285","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005701/.","15th century","","Puzur-Aššur III 1001","RIAo Puzur-Aššur III 1001","Assyria","","VA Ass 02085 (Ass 11431)","","Royal Inscription","Q005701","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.61.1001","Puzur-Aššur III 1001","Ashur","","","Puzur-Aššur III ","Old Assyrian","inscribed","Cuneiform","","Puzur-Ashur III","","",""
"","","P463286","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005702/.","15th century","","Enlil-naṣir I 1","RIAo Enlil-naṣir I 1","Assyria","","Ist A 03446 (Ass 06459)","","Royal Inscription","Q005702","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.62.1","Enlil-naṣir I 1","Ashur","","","Enlil-naṣir I","Old Assyrian","inscribed","Cuneiform","","Enlil-nasir I ","","",""
"","","P463287","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2018) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005703/.","15th century","","Puzur-Aššur III 7add (formerly Enlil-naṣir I 1001)","RIAo Puzur-Aššur III 7","Assyria","","Ist A 03369 (Ass 02065)","","Royal Inscription","Q005703","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.62.1001","Puzur-Aššur III 7add (formerly Enlil-naṣir I 1001)","Ashur","","","Puzur-Aššur III","Old Assyrian","inscribed","Cuneiform","","Puzur-Ashur III","","",""
"","","P463288","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005704/.","15th century","","Enlil-naṣir I 1002","RIAo Enlil-naṣir I 1002","Assyria","","Ist A 03635 (Ass 19548)","","Royal Inscription","Q005704","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.62.1002","Enlil-naṣir I 1002","Ashur","","","Enlil-naṣir I","Old Assyrian","inscribed","Cuneiform","","Enlil-nasir I","","",""
"","","P463289","Iraq Museum, Baghdad, Iraq","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005705/.","15th century","","Aššur-rabi I 1","RIAo Aššur-rabi I 1","Assyria","","IM 075179","","Royal Inscription","Q005705","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.65.1","Aššur-rabi I 1","Ashur","","","Aššur-rabi I ","Old Assyrian","inscribed","Cuneiform","","Ashur-rabi I","","",""
"","","P463290","Arkeoloji Müzeleri, Istanbul, Turkey; Vorderasiatisches Museum, Berlin, Germany; École Pratique des Hautes Études, Paris, France","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005706/."," ca. 1407-1399","","Aššur-bel-nišešu 1","RIAo Aššur-bel-nišešu 1","Assyria","","VA 07442 (Ass 15698); VA Ass 02081 (Ass 05231); Ist A 03637 (Ass 19813); Ist A 03361 + Ist A 03362 (Ass 01424 + Ass 01426); HE 321; VA Ass 02082 (Ass 09073); VA Ass 02083 (Ass 09980); Ist A 03465 (Ass 07587); Ist A 03580 (Ass 15783); VA 05062 (Ass 13699); VA Ass 02084 (Ass 10134); Ist A 03579 (Ass 15626); Ist A 03640 (Ass 20577); VA Ass 02142 (Ass 22724)","","Royal Inscription","Q005706","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.69.1","Aššur-bel-nišešu 1","Ashur","","","Aššur-bel-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-bel-nisheshu","","",""
"","","P463291","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005707/."," ca. 1407-1399","","Aššur-bel-nišešu 1001","RIAo Aššur-bel-nišešu 1001","Assyria","","VA 08990","","Royal Inscription","Q005707","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.69.1001","Aššur-bel-nišešu 1001","Ashur","","","Aššur-bel-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-bel-nisheshu","","",""
"","","P463292","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005708/."," ca. 1398-1391","","Aššur-rem-nišešu 1","RIAo Aššur-rem-nišešu 1","Assyria","","Ist EȘEM 06870 (Ass 02764)","","Royal Inscription","Q005708","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.70.1","Aššur-rem-nišešu 1","Ashur","","","Aššur-rem-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-rem-nisheshu","","",""
"","","P463293","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005709/."," ca. 1398-1391","","Aššur-rem-nišešu 1001","RIAo Aššur-rem-nišešu 1001","Assyria","","Ist A 03457 (Ass 07185)","","Royal Inscription","Q005709","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.70.1001","Aššur-rem-nišešu 1001","Ashur","","","Aššur-rem-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-rem-nisheshu","","",""
"","","P463294","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005710/."," ca. 1398-1391","","Aššur-rem-nišešu 1002","RIAo Aššur-rem-nišešu 1002","Assyria","","Ist A 03440 (Ass 06235)","","Royal Inscription","Q005710","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.70.1002","Aššur-rem-nišešu 1002","Ashur","","","Aššur-rem-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-rem-nisheshu","","",""
"","","P463295","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005711/."," ca. 1398-1391","","Aššur-rem-nišešu 1003","RIAo Aššur-rem-nišešu 1003","Assyria","","VA Ass 02090 (Ass 07782)","","Royal Inscription","Q005711","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.70.1003","Aššur-rem-nišešu 1003","Ashur","","","Aššur-rem-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-rem-nisheshu","","",""
"","","P463296","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005712/."," ca. 1398-1391","","Aššur-rem-nišešu 1004","RIAo Aššur-rem-nišešu 1004","Assyria","","VA Ass 02086 (Ass 18903)","","Royal Inscription","Q005712","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.70.1004","Aššur-rem-nišešu 1004","Ashur","","","Aššur-rem-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-rem-nisheshu","","",""
"","","P463297","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005713/."," ca. 1398-1391","","Aššur-rem-nišešu 1005","RIAo Aššur-rem-nišešu 1005","Assyria","","Ist A 03377 (Ass 02924)","","Royal Inscription","Q005713","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.70.1005","Aššur-rem-nišešu 1005","Ashur","","","Aššur-rem-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-rem-nisheshu","","",""
"","","P463298","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005714/."," ca. 1398-1391","","Aššur-rem-nišešu 1006","RIAo Aššur-rem-nišešu 1006","Assyria","","Ist A 03371 (Ass 02295)","","Royal Inscription","Q005714","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.70.1006","Aššur-rem-nišešu 1006","Ashur","","","Aššur-rem-nišešu ","Old Assyrian","inscribed","Cuneiform","","Ashur-rem-nisheshu","","",""
"","","P463299","British Museum, London, UK; Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005715/."," ca. 1390-1381","","Aššur-nadin-ahhe II 1","RIAo Aššur-nadin-aḫḫe II 1","Assyria","","VA Ass 03223f (Ass 19820); VA Ass 03223 (Ass 19820a); VA Ass 03223 (Ass 19820i); Ass 19820k; Ass 19839; BM 115695 (1922-08-12, 0070); VA Ass 03223e (possibly Ass 019159); VA Ass 03223b (Ass 06013); VA Ass 03223h; VA Ass 03223g; VA Ass 03223c (Ass 06633); VA Ass 03223d (Ass 06679); VA Ass 03223a (Ass 01893)","","Royal Inscription","Q005715","Akkadian","clay","","brick","Old Assyrian","893945","RIMA 1 A.0.71.1","Aššur-nadin-ahhe II 1","Ashur","","","Aššur-nadin-aḫḫe II ","Old Assyrian","inscribed","Cuneiform","","Ashur-nadin-ahhe II","","",""
"","","P463300","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005716/."," ca. 1390-1381","","Aššur-nadin-ahhe II 2","RIAo Aššur-nadin-aḫḫe II 2","Assyria","","Ist A 03581 (Ass 15924)","","Royal Inscription","Q005716","Akkadian","clay","","cone","Old Assyrian","893945","RIMA 1 A.0.71.2","Aššur-nadin-ahhe II 2","Ashur","","","Aššur-nadin-aḫḫe II ","Old Assyrian","inscribed","Cuneiform","","Ashur-nadin-ahhe II","","",""
"","","P463301","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005717/.","ca. 1380-1354","","Eriba-Adad I 1","RIAo Eriba-Adad I 1","Assyria","","VAT 09836 (Ass 04901)","","Royal Inscription","Q005717","Akkadian","clay","","tablet","Old Assyrian","893945","RIMA 1 A.0.72.1","Eriba-Adad I 1","Ashur","","","Eriba-Adad I ","Old Assyrian","inscribed","Cuneiform","","Eriba-Adad I","","",""
"","","P463302","Arkeoloji Müzeleri, Istanbul, Turkey","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005718/."," ca. 1380-1354","","Eriba-Adad I 2","RIAo Eriba-Adad I 2","Assyria","","Ist EȘEM 09445 (Ass 16315); Ist EȘEM 09444 (Ass 17991)","","Royal Inscription","Q005718","Akkadian","clay","","brick","Old Assyrian","893945","RIMA 1 A.0.72.2","Eriba-Adad I 2","Ashur","","","Eriba-Adad I ","Old Assyrian","inscribed","Cuneiform","","Eriba-Adad I","","",""
"","","P463303","Vorderasiatisches Museum, Berlin, Germany","Based on A. Kirk Grayson, Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC) (RIMA 1), Toronto, 1987. Adapted by Jamie Novotny (2015-16) and lemmatized and updated by Nathan Morello (2016) for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/riao/Q005719/."," ca. 1353-1318","","Aššur-uballiṭ I 1","RIAo Aššur-uballiṭ I 1","Assyria","","VA 05707 (Ass 13963)","","Royal Inscription","Q005719","Akkadian","clay","","tablet (amulet-shaped)","Middle Assyrian","893945","RIMA 1 A.0.73.1","Aššur-uballiṭ I 1","Ashur","","","Aššur-uballiṭ I ","Middle Assyrian","inscribed","Cuneiform","","Ashur-uballit I","","",""
