accession_no,author,cdli_id,collection,credits,date_of_origin,dates_referenced,designation,display_name,dynastic_seat,excavation_no,exemplars,findspot_square,genre,id_composite,language,material,museum_no,object_type,period,pleiades_id,popular_name,primary_publication,provenience,publication_date,publication_history,ruler,script,script_remarks,script_type,seal_id,subgenre,subgenre_remarks,text_remarks,year_name_eponym
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007165/.","","","Darius I  32","ARIo DPi","Persia","","","","Royal Inscription","Q007165","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922695","DPi","Darius I  32","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007166/.","","","Darius I  33","ARIo DPj","Persia","","","","Royal Inscription","Q007166","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922695","DPj","Darius I  33","Persepolis","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007167/.","","","Darius I  34","ARIo DSa","Persia","","","","Royal Inscription","Q007167","Old Persian","","","","Achaemenid (547-331 BC)","912936","DSa","Darius I  34","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007168/.","","","Darius I  35","ARIo DSb","Persia","","","","Royal Inscription","Q007168","Old Persian","","","","Achaemenid (547-331 BC)","912936","DSb","Darius I  35","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007169/.","","","Darius I  36","ARIo DSc","Persia","","","","Royal Inscription","Q007169","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSc","Darius I  36","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007170/.","","","Darius I  37","ARIo DSd","Persia","","","","Royal Inscription","Q007170","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSd","Darius I  37","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007171/.","","","Darius I  38","ARIo DSe","Persia","","","","Royal Inscription","Q007171","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSe","Darius I  38","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007172/.","","","Darius I  39","ARIo DSf","Persia","","","","Royal Inscription","Q007172","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSf","Darius I  39","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007173/.","","","Darius I  40","ARIo DSg","Persia","","","","Royal Inscription","Q007173","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSg","Darius I  40","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007174/.","","","Darius I  41","ARIo DSi","Persia","","","","Royal Inscription","Q007174","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSi","Darius I  41","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007175/.","","","Darius I  42","ARIo DSj","Persia","","","","Royal Inscription","Q007175","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSj","Darius I  42","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007176/.","","","Darius I  43","ARIo DSk","Persia","","","","Royal Inscription","Q007176","Old Persian","","","","Achaemenid (547-331 BC)","912936","DSk","Darius I  43","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007177/.","","","Darius I  44","ARIo DSl","Persia","","","","Royal Inscription","Q007177","Old Persian","","","","Achaemenid (547-331 BC)","912936","DSl","Darius I  44","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007178/.","","","Darius I  45","ARIo DSn","Persia","","","","Royal Inscription","Q007178","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSn","Darius I  45","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007179/.","","","Darius I  46","ARIo DSao","Persia","","","","Royal Inscription","Q007179","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSo","Darius I  46","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007180/.","","","Darius I  47","ARIo DSp","Persia","","","","Royal Inscription","Q007180","Old Persian","","","","Achaemenid (547-331 BC)","912936","DSp","Darius I  47","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007181/.","","","Darius I  48","ARIo DSs","Persia","","","","Royal Inscription","Q007181","Old Persian","","","","Achaemenid (547-331 BC)","912936","DSs","Darius I  48","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007182/.","","","Darius I  49","ARIo DSt","Persia","","","","Royal Inscription","Q007182","Old Persian","","","","Achaemenid (547-331 BC)","912936","DSt","Darius I  49","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007183/.","","","Darius I  50","ARIo DSu","Persia","","","","Royal Inscription","Q007183","Elamite","","","","Achaemenid (547-331 BC)","912936","DSu","Darius I  50","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007184/.","","","Darius I  51","ARIo DSv","Persia","","","","Royal Inscription","Q007184","Akkadian","","","","Achaemenid (547-331 BC)","912936","DSv","Darius I  51","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007185/.","","","Darius I  52","ARIo DSw","Persia","","","","Royal Inscription","Q007185","Akkadian","","","","Achaemenid (547-331 BC)","912936","DSw","Darius I  52","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007186/.","","","Darius I  53","ARIo DSy","Persia","","","","Royal Inscription","Q007186","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSy","Darius I  53","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007187/.","","","Darius I  54","ARIo DSz","Persia","","","","Royal Inscription","Q007187","Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSz","Darius I  54","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007188/.","","","Darius I  55","ARIo DSaa","Persia","","","","Royal Inscription","Q007188","Akkadian","","","","Achaemenid (547-331 BC)","912936","DSaa","Darius I  55","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007189/.","","","Darius I  56","ARIo DSab","Persia","","","","Royal Inscription","Q007189","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSab","Darius I  56","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007190/.","","","Darius I  57","ARIo DSac","Persia","","","","Royal Inscription","Q007190","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","912936","DSac","Darius I  57","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007191/.","","","Darius I  58","ARIo DSad","Persia","","","","Royal Inscription","Q007191","Old Persian","","","","Achaemenid (547-331 BC)","912936","DSad","Darius I  58","Susa","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007192/.","","","Darius I  59","ARIo DZa","Persia","","","","Royal Inscription","Q007192","Old Persian","","","","Achaemenid (547-331 BC)","","DZa","Darius I  59","Suez","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007193/.","","","Darius I  60","ARIo DZb","Persia","","","","Royal Inscription","Q007193","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","","DZb","Darius I  60","Suez","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007194/.","","","Darius I  61","ARIo DZc","Persia","","","","Royal Inscription","Q007194","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","","DZc","Darius I  61","Suez","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007195/.","","","Darius I  62","ARIo DZd","Persia","","","","Royal Inscription","Q007195","Old Persian","","","","Achaemenid (547-331 BC)","","DZd","Darius I  62","Suez","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007196/.","","","Darius I  63","ARIo DZe","Persia","","","","Royal Inscription","Q007196","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","","DZe","Darius I  63","Suez","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007197/.","","","Darius I  64","ARIo DZf","Persia","","","","Royal Inscription","Q007197","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","","DZf","Darius I  64","Suez","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007198/.","","","Darius I  65","ARIo VDa","Persia","","","","Royal Inscription","Q007198","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922698","VDa","Darius I  65","Persia","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007200/.","","","Darius I  66","ARIo VDb","Persia","","","","Royal Inscription","Q007200","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","922698","VDb","Darius I  66","Persia","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007201/.","","","Darius I  67","ARIo VDc","Persia","","","","Royal Inscription","Q007201","Akkadian, Old Persian, Elamite,  Hieroglyphs","","","","Achaemenid (547-331 BC)","922698","VDc","Darius I  67","Persia","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007202/.","","","Darius I  68","ARIo VDd","Persia","","","","Royal Inscription","Q007202","Old Persian","","","","Achaemenid (547-331 BC)","922698","VDd","Darius I  68","Persia","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007203/.","","","Darius I  69","ARIo SDa-h","Persia","","","","Royal Inscription","Q007203","Old Persian","","","","Achaemenid (547-331 BC)","922698","SDa-h","Darius I  69","Persia","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007204/.","","","Darius I  70","ARIo WDa-h","Persia","","","","Royal Inscription","Q007204","Old Persian","","","","Achaemenid (547-331 BC)","922698","WDa-h","Darius I  70","Persia","","","Darius I","Old Persian","inscribed","Cuneiform","","Darius I","","",""
"","","","","Based on Rüdiger Schmitt, Die altpersischen Inschriften der Achaimeniden: Editio minor mit deutscher Übersetzung (2009). Digitized, lemmatized, and updated by Henry Heitmann-Gordon, 2016-19, for the Alexander von Humboldt Foundation-funded OIMEA Project at the Historisches Seminar - Abteilung Alte Geschichte of Ludwig-Maximilians-Universität München. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/ario/Q007205/.","","","Xerxes  I 01","ARIo XEa ","Persia","","","","Royal Inscription","Q007205","Akkadian, Old Persian, Elamite","","","","Achaemenid (547-331 BC)","","XEa ","Xerxes  I 01","Elvend","","","Xerxes I","Old Persian","inscribed","Cuneiform","","Xerxes I","","",""
